date_user,depot_user,collection_user,dataset_user,frequent_users_user,user_info_user
2022-05-15,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-15 18:46:45.898 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:1548},{user:""shubhanshujain"",last_queried_at:2022-05-15 23:55:59.383 UTC,query_count:277,count_queries_7_days:1372,count_queries_30_days:6162}"
2022-05-04,icebase,sportsproducts,sports_productcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-04 23:55:28.381 UTC,query_count:279,count_queries_7_days:1223,count_queries_30_days:2068},{user:""yogeshkhangode"",last_queried_at:2022-05-04 18:45:14.304 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:4008}"
2022-05-01,icebase,sportsproducts,sports_transactions_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-01 23:55:03.079 UTC,query_count:268,count_queries_7_days:1214,count_queries_30_days:2611},{user:""yogeshkhangode"",last_queried_at:2022-05-01 18:45:49.196 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:4285}"
2022-05-04,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-04 23:55:28.381 UTC,query_count:279,count_queries_7_days:1492,count_queries_30_days:2889},{user:""yogeshkhangode"",last_queried_at:2022-05-04 18:45:14.304 UTC,query_count:1,count_queries_7_days:9,count_queries_30_days:288}"
2022-05-02,icebase,sportsproducts,sports_products_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-02 23:55:11.460 UTC,query_count:273,count_queries_7_days:1924,count_queries_30_days:3435},{user:""yogeshkhangode"",last_queried_at:2022-05-02 18:45:57.668 UTC,query_count:1,count_queries_7_days:11,count_queries_30_days:5344}"
2022-04-27,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-04-27 23:58:16.047 UTC,query_count:277,count_queries_7_days:1657,count_queries_30_days:4257},{user:""yogeshkhangode"",last_queried_at:2022-04-27 18:45:02.771 UTC,query_count:1,count_queries_7_days:11,count_queries_30_days:5469}"
2022-04-15,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode""","{user:""yogeshkhangode"",last_queried_at:2022-04-15 13:06:01.032 UTC,query_count:2,count_queries_7_days:1643,count_queries_30_days:5341}"
2022-05-12,icebase,sportsproducts,sports_products_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-12 18:45:47.923 UTC,query_count:1,count_queries_7_days:550,count_queries_30_days:5343},{user:""shubhanshujain"",last_queried_at:2022-05-12 23:57:01.671 UTC,query_count:276,count_queries_7_days:832,count_queries_30_days:860}"
2022-04-26,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-04-26 18:46:00.751 UTC,query_count:1,count_queries_7_days:9,count_queries_30_days:4801},{user:""shubhanshujain"",last_queried_at:2022-04-26 23:58:14.052 UTC,query_count:273,count_queries_7_days:1474,count_queries_30_days:5952}"
2022-05-02,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-02 18:45:57.668 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:3860},{user:""shubhanshujain"",last_queried_at:2022-05-02 23:55:11.460 UTC,query_count:273,count_queries_7_days:1152,count_queries_30_days:3087}"
2022-04-23,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-04-23 18:45:53.246 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:2215},{user:""shubhanshujain"",last_queried_at:2022-04-23 23:59:07.101 UTC,query_count:275,count_queries_7_days:1916,count_queries_30_days:7168}"
2022-05-14,icebase,sportsproducts,sports_returns_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-14 23:56:09.789 UTC,query_count:282,count_queries_7_days:288,count_queries_30_days:1950},{user:""yogeshkhangode"",last_queried_at:2022-05-14 18:45:56.413 UTC,query_count:1,count_queries_7_days:1497,count_queries_30_days:2359}"
2022-05-13,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-13 23:56:05.901 UTC,query_count:279,count_queries_7_days:1118,count_queries_30_days:2228},{user:""yogeshkhangode"",last_queried_at:2022-05-13 18:45:51.950 UTC,query_count:1,count_queries_7_days:10,count_queries_30_days:3065}"
2022-05-09,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""darpanvyas"",""yogeshkhangode"",""animeshkumar"",""shubhanshujain""","{user:""darpanvyas"",last_queried_at:2022-05-09 13:24:46.092 UTC,query_count:1,count_queries_7_days:840,count_queries_30_days:1976},{user:""yogeshkhangode"",last_queried_at:2022-05-09 18:45:25.269 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:4561},{user:""animeshkumar"",last_queried_at:2022-05-09 12:24:51.064 UTC,query_count:2,count_queries_7_days:698,count_queries_30_days:4950},{user:""shubhanshujain"",last_queried_at:2022-05-09 23:54:38.743 UTC,query_count:270,count_queries_7_days:829,count_queries_30_days:1546}"
2022-05-04,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-04 23:55:28.381 UTC,query_count:279,count_queries_7_days:1659,count_queries_30_days:4179},{user:""yogeshkhangode"",last_queried_at:2022-05-04 18:45:14.304 UTC,query_count:1,count_queries_7_days:31,count_queries_30_days:5012}"
2022-04-23,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-04-23 23:59:07.101 UTC,query_count:275,count_queries_7_days:1915,count_queries_30_days:6087},{user:""yogeshkhangode"",last_queried_at:2022-04-23 18:45:53.246 UTC,query_count:1,count_queries_7_days:1641,count_queries_30_days:5886}"
2022-04-23,icebase,sportsproducts,sports_productcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-04-23 23:59:07.101 UTC,query_count:275,count_queries_7_days:1913,count_queries_30_days:6361},{user:""yogeshkhangode"",last_queried_at:2022-04-23 18:45:53.246 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:2853}"
2022-05-17,icebase,sportsproducts,sports_products_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-17 18:45:52.816 UTC,query_count:1,count_queries_7_days:424,count_queries_30_days:5393},{user:""shubhanshujain"",last_queried_at:2022-05-17 23:55:06.157 UTC,query_count:274,count_queries_7_days:1919,count_queries_30_days:1946}"
2022-04-20,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""yogeshkhangode""","{user:""yogeshkhangode"",last_queried_at:2022-04-20 18:45:52.893 UTC,query_count:1,count_queries_7_days:9,count_queries_30_days:4562}"
2022-05-14,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-14 18:45:56.413 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:2912},{user:""shubhanshujain"",last_queried_at:2022-05-14 23:56:09.789 UTC,query_count:282,count_queries_7_days:1747,count_queries_30_days:2328}"
2022-04-21,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode""","{user:""yogeshkhangode"",last_queried_at:2022-04-21 18:46:13.123 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:724}"
2022-05-13,icebase,sportsproducts,sports_customers_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-13 23:56:05.901 UTC,query_count:279,count_queries_7_days:1940,count_queries_30_days:1966},{user:""yogeshkhangode"",last_queried_at:2022-05-13 18:45:51.950 UTC,query_count:1,count_queries_7_days:558,count_queries_30_days:6164}"
2022-05-18,icebase,sportsproducts,sports_returns_data_with_ts,"""shubhanshujain""","{user:""shubhanshujain"",last_queried_at:2022-05-18 09:57:32.580 UTC,query_count:114,count_queries_7_days:1771,count_queries_30_days:2359}"
2022-05-01,icebase,sportsproducts,sports_returns_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-05-01 23:55:03.079 UTC,query_count:268,count_queries_7_days:1210,count_queries_30_days:3448},{user:""yogeshkhangode"",last_queried_at:2022-05-01 18:45:49.196 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:2300}"
2022-04-26,icebase,sportsproducts,sports_productcategories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-04-26 23:58:14.052 UTC,query_count:273,count_queries_7_days:1638,count_queries_30_days:3990},{user:""yogeshkhangode"",last_queried_at:2022-04-26 18:46:00.751 UTC,query_count:1,count_queries_7_days:31,count_queries_30_days:5012}"
2022-04-28,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-04-28 18:45:04.787 UTC,query_count:1,count_queries_7_days:11,count_queries_30_days:4671},{user:""shubhanshujain"",last_queried_at:2022-04-28 23:56:18.113 UTC,query_count:269,count_queries_7_days:1478,count_queries_30_days:5680}"
2022-05-03,icebase,sportsproducts,sports_customers_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-03 18:46:05.598 UTC,query_count:1,count_queries_7_days:11,count_queries_30_days:4390},{user:""shubhanshujain"",last_queried_at:2022-05-03 23:58:19.493 UTC,query_count:278,count_queries_7_days:1768,count_queries_30_days:3933}"
2022-05-10,icebase,sys01,cloudevents,"""darpanvyas"",""shivanair""","{user:""darpanvyas"",last_queried_at:2022-05-10 13:58:32.179 UTC,query_count:45,count_queries_7_days:1426,count_queries_30_days:2816},{user:""shivanair"",last_queried_at:2022-05-10 13:28:58.453 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:2576}"
2022-05-13,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-13 18:45:51.950 UTC,query_count:1,count_queries_7_days:1153,count_queries_30_days:2815},{user:""shubhanshujain"",last_queried_at:2022-05-13 23:56:05.901 UTC,query_count:279,count_queries_7_days:836,count_queries_30_days:2097}"
2022-04-26,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""shubhanshujain"",""yogeshkhangode""","{user:""shubhanshujain"",last_queried_at:2022-04-26 23:58:14.052 UTC,query_count:273,count_queries_7_days:1909,count_queries_30_days:6347},{user:""yogeshkhangode"",last_queried_at:2022-04-26 18:46:00.751 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:287}"
2022-05-16,icebase,sys01,cloudevents,"""darpanvyas""","{user:""darpanvyas"",last_queried_at:2022-05-16 14:09:05.158 UTC,query_count:24,count_queries_7_days:590,count_queries_30_days:6111}"
2022-04-19,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""yogeshkhangode""","{user:""yogeshkhangode"",last_queried_at:2022-04-19 18:45:43.255 UTC,query_count:2,count_queries_7_days:8,count_queries_30_days:4693}"
2022-05-17,icebase,sportsproducts,sports_returns_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-17 18:45:52.816 UTC,query_count:1,count_queries_7_days:8,count_queries_30_days:4421},{user:""shubhanshujain"",last_queried_at:2022-05-17 23:55:06.157 UTC,query_count:274,count_queries_7_days:1648,count_queries_30_days:2224}"
2022-05-11,icebase,sportsproducts,sports_productsubcategories_data_with_ts,"""yogeshkhangode"",""rakeshvishvakarma"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-11 18:45:37.486 UTC,query_count:2,count_queries_7_days:9,count_queries_30_days:3878},{user:""rakeshvishvakarma"",last_queried_at:2022-05-11 08:24:07.956 UTC,query_count:1,count_queries_7_days:10,count_queries_30_days:893},{user:""shubhanshujain"",last_queried_at:2022-05-11 23:57:51.238 UTC,query_count:275,count_queries_7_days:281,count_queries_30_days:2217}"
2022-04-20,icebase,sportsproducts,sports_transactions_data_with_ts,"""yogeshkhangode""","{user:""yogeshkhangode"",last_queried_at:2022-04-20 18:45:52.893 UTC,query_count:1,count_queries_7_days:9,count_queries_30_days:203}"
2022-05-02,icebase,sportsproducts,sports_salesterritories_data_with_ts,"""yogeshkhangode"",""shubhanshujain""","{user:""yogeshkhangode"",last_queried_at:2022-05-02 18:45:57.668 UTC,query_count:1,count_queries_7_days:7,count_queries_30_days:36},{user:""shubhanshujain"",last_queried_at:2022-05-02 23:55:11.460 UTC,query_count:273,count_queries_7_days:1478,count_queries_30_days:2880}"
